ID	GroupID	Level	Variation	ColorList	Block1	Block2	Block3	Block4
1514	355	16	3	Blue,Green,Red,Red,Yellow	2:XXX OXO XXX=Red, Red	4:XOX XXX OXX=Blue	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
1515	355	16	4	Blue,Green,Red,Red,Yellow	2:XXX OXO XXX=Red, Red	4:XOX XXX OXX=Blue	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
1516	355	16	5	Blue,Green,Red,Red,Yellow	2:XXX OXO XXX=Red, Red	4:XXX XXO OXX=Blue, Yellow	3:XXX XOX XOX=	1:XOO XXX OXX=Green
1517	355	16	6	Blue,Green,Red,Red,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	4:XXO OXX XXX=
1518	355	16	7	Blue,Green,Red,Red,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	4:XXX OXX XXO=Red
1519	355	16	8	Blue,Green,Red,Red,Yellow	3:XXX XOX XOX=Blue, Green	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	1:OOX XXX XXO=Red
1520	355	16	9	Blue,Green,Red,Red,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	1:OXX XXO XXO=Blue, Red
1521	355	16	10	Blue,Green,Red,Red,Yellow	3:XXX XOO XXX=Green, Red	4:XOX XXX OXX=Blue	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
1522	355	16	11	Blue,Green,Red,Red,Yellow	4:XXO OXX XXX=Blue, Red	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
1523	355	16	12	Blue,Green,Red,Red,Yellow	4:XXO OXX XXX=Blue, Red	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
1524	356	16	1	Blue,Green,Red,White,White	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XXX OXX XXO=Red
1525	356	16	2	Blue,Green,Red,White,White	1:XXO OXX OXX=Blue, Red, White	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XOX XXX OXX=Green
1526	356	16	3	Blue,Green,Red,White,White	1:XXO OXX OXX=Blue, Red, White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XXO OXX XXX=
1527	356	16	4	Blue,Green,Red,White,White	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	1:OXX XXX XOO=White, White	4:XOX XXX OXX=Green
1528	356	16	5	Blue,Green,Red,White,White	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	1:OXX OXX XXO=Green, White, White	4:XXO OXX XXX=
1529	356	16	6	Blue,Green,Red,White,White	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	4:OXX XXX XOX=White	1:XOO XXX OXX=Green
1530	356	16	7	Blue,Green,Red,White,White	3:XXX XOX XOX=Blue, Green	2:XOX XXX XOX=White	4:OXX XXX XOX=White	1:OOX XXX XXO=Red
1531	356	16	8	Blue,Green,Red,White,White	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:OXX XXX XOX=White	1:OXX XXO XXO=Blue, Red
1532	356	16	9	Blue,Green,Red,White,White	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:OXX XXO XXO=Blue, Red
1533	356	16	10	Blue,Green,Red,White,White	4:XXX XXO OXX=Red, White	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:XXO XXO OXX=Blue, Green
1534	357	16	1	Blue,Green,Red,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:XXX OXX XXO=Green	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
1535	357	16	2	Blue,Green,Red,Yellow,Yellow	2:XOX XXX XOX=Blue	4:OXX XXO XXX=Green, Yellow	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
1536	357	16	3	Blue,Green,Red,Yellow,Yellow	2:XOX XXX XOX=Blue	4:OXX XXO XXX=Green, Yellow	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
1537	357	16	4	Blue,Green,Red,Yellow,Yellow	2:XOX XXX XOX=Blue	4:XXX OXX XXO=Green	3:XOX XOX XXX=Yellow	1:OXX XXX XOO=Red, Yellow
1538	357	16	5	Blue,Green,Red,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:XOO XXX OXX=Blue, Red, Yellow	4:XXO OXX XXX=
1539	357	16	6	Blue,Green,Red,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	4:OXX XXX XOX=Yellow
1540	357	16	7	Blue,Green,Red,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:XOX XXX OXX=Blue, Yellow	1:OOX XXX XXO=Red
1541	357	16	8	Blue,Green,Red,Yellow,Yellow	3:XOX XOX XXX=Green	4:XOX XXX OXX=Blue	2:XOX XXX XOX=Yellow	1:OXX XXX XOO=Red, Yellow
1542	357	16	9	Blue,Green,Red,Yellow,Yellow	3:XOX XOX XXX=Green	4:XXX XXO OXX=Blue, Yellow	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
1543	357	16	10	Blue,Green,Red,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
1544	357	16	11	Blue,Green,Red,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:XXO XXO OXX=Blue, Green
1545	357	16	12	Blue,Green,Red,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OXX XXO XXO=Blue, Red
1546	357	16	13	Blue,Green,Red,Yellow,Yellow	4:XXO OXX XXX=Blue, Red	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
1547	357	16	14	Blue,Green,Red,Yellow,Yellow	4:XXO OXX XXX=Blue, Red	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
1548	357	16	15	Blue,Green,Red,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
1549	357	16	16	Blue,Green,Red,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XXO XXO OXX=Blue, Green
1550	358	16	1	Blue,Green,White,White,Yellow	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:OXX XXX XOX=Yellow
1551	358	16	2	Blue,Green,White,White,Yellow	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XOX XXX OXX=Green
1552	358	16	3	Blue,Green,White,White,Yellow	1:XOO XXX OXX=Blue, White	4:XXX OXX XXO=Green	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
1553	358	16	4	Blue,Green,White,White,Yellow	1:XOO XXX OXX=Blue, White	4:OXX XXX XOX=Green, White	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
1554	358	16	5	Blue,Green,White,White,Yellow	3:XXX XOX XOX=Blue, Green	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	4:XXO OXX XXX=
1555	358	16	6	Blue,Green,White,White,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	4:OXX XXO XXX=Blue
1556	358	16	7	Blue,Green,White,White,Yellow	3:XOX XOX XXX=Green	4:XOX XXX OXX=Blue	1:OXX XXX XOO=White, White	2:XOX XXX XOX=Yellow
1557	358	16	8	Blue,Green,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XXO XXO OXX=Blue, Green
1558	359	16	1	Blue,Green,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	4:OXX XXX XOX=Yellow
1559	359	16	2	Blue,Green,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	4:XOX XXX OXX=Green
1560	359	16	3	Blue,Green,White,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XOX XXX OXX=Green
1561	359	16	4	Blue,Green,White,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XXO OXX XXX=
1562	359	16	5	Blue,Green,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XXX XXO OXX=Blue, Green
1563	359	16	6	Blue,Green,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:OXX XXO XXX=Blue
1564	359	16	7	Blue,Green,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	4:OXX XXO XXX=Green, Yellow	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
1565	359	16	8	Blue,Green,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	4:XXX OXX XXO=Green	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
1566	359	16	9	Blue,Green,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	4:OXX XXX XOX=Green, White	3:XXX XOX XOX=	2:XXX OXO XXX=Blue
1567	359	16	10	Blue,Green,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
1568	359	16	11	Blue,Green,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
1569	359	16	12	Blue,Green,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:XXO XXO OXX=Blue, Green
1570	359	16	13	Blue,Green,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XXO XXO OXX=Blue, Green
1571	360	16	1	Blue,Red,Red,White,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	4:XXX OXX XXO=Red
1572	360	16	2	Blue,Red,Red,White,Yellow	1:XOO XXX OXX=Blue, White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:XXX OXX XXO=Red
1573	360	16	3	Blue,Red,Red,White,Yellow	1:XXO OXX OXX=Blue, Red, White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
1574	360	16	4	Blue,Red,Red,White,Yellow	1:XOO XXX OXX=Blue, White	3:XOX XOX XXX=Red	4:XXO XXX XOX=Red	2:XOX XXX XOX=Yellow
1575	360	16	5	Blue,Red,Red,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	4:OXX XXX XOX=White	1:OOX XXX XXO=Red
1576	360	16	6	Blue,Red,Red,White,Yellow	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	1:OXX XXX XOO=Red, Yellow
1577	360	16	7	Blue,Red,Red,White,Yellow	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	4:XOX XXX XXO=White, Yellow	1:OOX XXX XXO=Red
1578	360	16	8	Blue,Red,Red,White,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:OXX XXO XXO=Blue, Red
1579	360	16	9	Blue,Red,Red,White,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:OXX XXO XXO=Blue, Red
1580	360	16	10	Blue,Red,Red,White,Yellow	4:XXO OXX XXX=Blue, Red	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
1581	360	16	11	Blue,Red,Red,White,Yellow	4:XXO OXX XXX=Blue, Red	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
1582	360	16	12	Blue,Red,Red,White,Yellow	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	1:XXO XXX OOX=Blue, Red	2:XOX XXX XOX=Yellow
1583	360	16	13	Blue,Red,Red,White,Yellow	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:OXX XXO XXO=Blue, Red
1584	361	16	1	Blue,Red,White,White,Yellow	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XXX OXX XXO=Red
1585	361	16	2	Blue,Red,White,White,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:OXX XXX XOX=Yellow
1586	361	16	3	Blue,Red,White,White,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XXO OXX XXX=
1587	361	16	4	Blue,Red,White,White,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	3:XOX XOX XXX=White
1588	361	16	5	Blue,Red,White,White,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
1589	361	16	6	Blue,Red,White,White,Yellow	1:XOO XXX OXX=Blue, White	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	2:XOX XXX XOX=Yellow
1590	361	16	7	Blue,Red,White,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	1:OXX XXX XOO=White, White	4:XXO OXX XXX=
1591	361	16	8	Blue,Red,White,White,Yellow	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	1:OXX XXX XOO=White, White	4:OXX XXX XOX=Yellow
1592	361	16	9	Blue,Red,White,White,Yellow	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	1:OOX XXX XXO=White, White, Yellow	4:XXO OXX XXX=
1593	361	16	10	Blue,Red,White,White,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	3:XOX XOX XXX=White
1594	361	16	11	Blue,Red,White,White,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	1:XXO XXX OOX=Blue, Red	3:XOX XOX XXX=White
1595	361	16	12	Blue,Red,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OXX XXO XXO=Blue, Red
1596	361	16	13	Blue,Red,White,White,Yellow	4:XOX XXX XXO=Yellow	3:XOX XOX XXX=Red	1:OXX XXX XOO=White, White	2:XXX OXO XXX=Blue
1597	362	16	1	Blue,Red,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	4:XXX OXX XXO=Red
1598	362	16	2	Blue,Red,White,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	4:OXX XXX XOX=Yellow
1599	362	16	3	Blue,Red,White,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	4:XXO OXX XXX=
1600	362	16	4	Blue,Red,White,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XXX OXX XXO=Red
1601	362	16	5	Blue,Red,White,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:OXX XXO XXX=Blue
1602	362	16	6	Blue,Red,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
1603	362	16	7	Blue,Red,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	4:OXX XXX XOX=Yellow
1604	362	16	8	Blue,Red,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	2:XXX OXO XXX=Blue
1605	362	16	9	Blue,Red,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	3:XOX XOX XXX=White
1606	362	16	10	Blue,Red,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
1607	362	16	11	Blue,Red,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
1608	362	16	12	Blue,Red,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:OXX XXO XXO=Blue, Red
1609	362	16	13	Blue,Red,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OXX XXO XXO=Blue, Red
1610	363	16	1	Green,Green,Red,White,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:OXX XXX XOX=White	1:XOO XXX OXX=Green
1611	363	16	2	Green,Green,Red,White,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	1:XXO XXX OOX=Green, Yellow
1612	363	16	3	Green,Green,Red,White,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:OXX XXO XXX=Green, White	1:OOX XXX XXO=Red
1613	363	16	4	Green,Green,Red,White,Yellow	3:XOX XOX XXX=Green	4:OXX XXX XOX=Green, White	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
1614	363	16	5	Green,Green,Red,White,Yellow	4:XXX XXO OXX=Red, White	1:OOX XXX XXO=Green, Green	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
1615	363	16	6	Green,Green,Red,White,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:XOO XXX OXX=Green
1616	363	16	7	Green,Green,Red,White,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:XOO XXX OXX=Green
1617	364	16	1	Green,Red,Red,White,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:OXX XXX XOX=White	1:OOX XXX XXO=Red
1618	364	16	2	Green,Red,Red,White,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	1:OXX XXX XOO=Red, Yellow
1619	364	16	3	Green,Red,Red,White,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
1620	364	16	4	Green,Red,Red,White,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OOX XXX XXO=Red
1621	364	16	5	Green,Red,Red,White,Yellow	4:XXX XXO OXX=Red, White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
1622	365	16	1	Green,Red,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	4:XXO OXX XXX=
1623	365	16	2	Green,Red,White,White,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	4:XXX OXX XXO=Red
1624	365	16	3	Green,Red,White,White,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:OXX XXX XOX=White	1:OXX XXX XOO=Red, Yellow
1625	365	16	4	Green,Red,White,White,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:XOX XXX XXO=White, Yellow	1:OOX XXX XXO=Red
1626	365	16	5	Green,Red,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:OXX XXX XOO=Red, Yellow
1627	365	16	6	Green,Red,White,White,Yellow	4:XXX XXO OXX=Red, White	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
1628	365	16	7	Green,Red,White,White,Yellow	4:XXX XXO OXX=Red, White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
1629	365	16	8	Green,Red,White,White,Yellow	4:XOX XXX OXX=White	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
1630	366	16	1	Green,Red,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XXX OXX XXO=Red
1631	366	16	2	Green,Red,White,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	4:XOX XXX OXX=Green
1632	366	16	3	Green,Red,White,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XXO OXX XXX=
1633	366	16	4	Green,Red,White,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:OXX XXX XOX=White	1:OXX XXX XOO=Red, Yellow
1634	366	16	5	Green,Red,White,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:XOX XXX XXO=White, Yellow	1:OOX XXX XXO=Red
1635	366	16	6	Green,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
1636	366	16	7	Green,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
1637	366	16	8	Green,Red,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OXX XXX XOO=Red, Yellow
1638	366	16	9	Green,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
1639	366	16	10	Green,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
1640	366	16	11	Green,Red,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:OXX XXX XOO=Red, Yellow
1641	366	16	12	Green,Red,White,Yellow,Yellow	4:XOX XXX OXX=White	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
1642	366	16	13	Green,Red,White,Yellow,Yellow	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
1643	366	16	14	Green,Red,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
1644	367	17	1	Blue,Blue,Blue,Blue,Blue,Green,White	2:XOX XXX XOX=Blue	1:XOO XXX OXX=Blue, Blue	4:XXX XXO OXX=Blue, Green	3:XXX XOO XXX=Blue, White
1645	367	17	2	Blue,Blue,Blue,Blue,Blue,Green,White	4:XXO XXX XOX=Blue, Blue	1:XXO XXX OOX=Blue, Blue, White	3:XXX XOO XXX=Green	2:XXX OXO XXX=Blue
1646	368	17	1	Blue,Blue,Blue,Blue,Blue,Green,Yellow	3:XXX XOX XOX=Blue, Green	1:XOO XXX OXX=Blue, Blue	4:XOX XXX OXX=Blue, Yellow	2:XXX OXO XXX=Blue
1647	368	17	2	Blue,Blue,Blue,Blue,Blue,Green,Yellow	4:XXO XXX XOX=Blue, Blue	1:XXO XXO OXX=Blue, Blue, Yellow	3:XXX XOO XXX=Green	2:XXX OXO XXX=Blue
1648	369	17	1	Blue,Blue,Blue,Blue,Blue,White,Yellow	2:XOX XXX XOX=Blue	1:XOO XXX OXX=Blue, Blue	4:XOX XXX OXX=Blue, Yellow	3:XXX XOO XXX=Blue, White
1649	369	17	2	Blue,Blue,Blue,Blue,Blue,White,Yellow	4:XXO XXX XOX=Blue, Blue	1:XOO XXX OXX=Blue, Blue	2:XOX XXX XOX=Yellow	3:XXX XOO XXX=Blue, White
1650	369	17	3	Blue,Blue,Blue,Blue,Blue,White,Yellow	4:XXO XXX XOX=Blue, Blue	1:XXO XXX OOX=Blue, Blue, White	3:XOX XOX XXX=Yellow	2:XXX OXO XXX=Blue
1651	370	17	1	Blue,Blue,Blue,Blue,Green,Green,Red	3:XXX XOX XOX=Blue, Green	1:XOO XXX OXX=Blue, Blue	4:XXO OXX XXX=Green, Red	2:XXX OXO XXX=Blue
1652	370	17	2	Blue,Blue,Blue,Blue,Green,Green,Red	3:XXX XOO XXX=Green, Red	1:XOO XXX OXX=Blue, Blue	4:XXX XXO OXX=Blue, Green	2:XXX OXO XXX=Blue
1653	370	17	3	Blue,Blue,Blue,Blue,Green,Green,Red	3:XXX XOX XOX=Blue, Green	4:XOX XXX OXX=Blue	1:XXO OXX OXX=Blue, Green, Red	2:XXX OXO XXX=Blue
1654	371	17	1	Blue,Blue,Blue,Blue,Green,Green,White	2:XOX XXX XOX=Blue	1:XXO XXX OOX=Blue, Blue, White	3:XXX XOO XXX=Green	4:XXX XXO OXX=Blue, Green
1655	371	17	2	Blue,Blue,Blue,Blue,Green,Green,White	3:XXX XOX XOX=Blue, Green	1:XOO XXX OXX=Blue, Blue	4:OXX XXO XXX=Green, White	2:XXX OXO XXX=Blue
1656	371	17	3	Blue,Blue,Blue,Blue,Green,Green,White	3:XOX XOX XXX=Green	1:XXO XXX OOX=Blue, Blue, White	4:XXX XXO OXX=Blue, Green	2:XXX OXO XXX=Blue
1657	371	17	4	Blue,Blue,Blue,Blue,Green,Green,White	4:XXO XXX XOX=Blue, Blue	1:XOO XXX OXX=Blue, Blue	2:XXX OXO XXX=Green, Green	3:XOX XOX XXX=White
1658	372	17	1	Blue,Blue,Blue,Blue,Green,Green,Yellow	2:XOX XXX XOX=Blue	1:XXO XXO OXX=Blue, Blue, Yellow	3:XXX XOO XXX=Green	4:XXX XXO OXX=Blue, Green
1659	372	17	2	Blue,Blue,Blue,Blue,Green,Green,Yellow	3:XXX XOX XOX=Blue, Green	1:XOO XXX OXX=Blue, Blue	2:XOX XXX XOX=Yellow	4:XXX XXO OXX=Blue, Green
1660	372	17	3	Blue,Blue,Blue,Blue,Green,Green,Yellow	3:XXX XOX XOX=Blue, Green	1:XOO XXX OXX=Blue, Blue	4:XXX XXO OXX=Blue, Green	2:XOX XXX XOX=Yellow
1661	372	17	4	Blue,Blue,Blue,Blue,Green,Green,Yellow	3:XOX XOX XXX=Green	1:XXO XXO OXX=Blue, Blue, Yellow	4:XXX XXO OXX=Blue, Green	2:XXX OXO XXX=Blue
